week_start,region_id,metric_name,calculation_method,unit,lakehouse_value,bi_report_value,ops_platform_value,absolute_delta,within_tolerance,suspected_driver
2026-04-06,REG05,technician_utilization,average,percent,89.8,90.38,90.33,0.58,yes,late arriving work order status
2026-04-06,REG05,cost_per_work_order,weighted average,dollars,143.98,144.04,144.01,0.06,yes,late arriving work order status
2026-04-13,REG05,completed_orders,sum,orders,4522,4522.01,4522.11,0.01,yes,technician reassignment
2026-04-13,REG05,first_visit_fix_rate,weighted average,percent,77.23,75.44,76.55,1.79,no,timezone boundary
2026-04-13,REG05,repeat_visit_rate,weighted average,percent,14.17,14.21,13.94,0.04,yes,late arriving work order status
2026-04-13,REG05,on_time_arrival_rate,weighted average,percent,84.91,86.14,85.64,1.24,no,missing cancellation filter
2026-04-13,REG05,technician_utilization,average,percent,84.43,85.2,84.58,0.77,no,duplicate appointment event
2026-04-13,REG05,cost_per_work_order,weighted average,dollars,143.06,140.52,142.27,2.54,no,duplicate appointment event
2026-04-20,REG05,completed_orders,sum,orders,4903,4907.46,4905.94,4.46,no,duplicate appointment event
2026-04-20,REG05,first_visit_fix_rate,weighted average,percent,77.86,78.76,78.57,0.9,no,technician reassignment
2026-04-20,REG05,repeat_visit_rate,weighted average,percent,15.56,15.57,15.47,0.01,yes,duplicate appointment event
2026-04-20,REG05,on_time_arrival_rate,weighted average,percent,84.01,85.41,84.95,1.4,no,timezone boundary
2026-04-20,REG05,technician_utilization,average,percent,90.1,91.03,90.69,0.93,no,missing cancellation filter
2026-04-20,REG05,cost_per_work_order,weighted average,dollars,141.4,143.3,142.22,1.9,no,technician reassignment
2026-04-27,REG05,completed_orders,sum,orders,4961,4956.24,4958.99,4.76,no,duplicate appointment event
2026-04-27,REG05,first_visit_fix_rate,weighted average,percent,74.69,74.32,74.46,0.37,yes,late arriving work order status
2026-04-27,REG05,repeat_visit_rate,weighted average,percent,17.3,19.56,17.89,2.26,no,timezone boundary
2026-04-27,REG05,on_time_arrival_rate,weighted average,percent,82.67,83.99,83.34,1.31,no,duplicate appointment event
2026-04-27,REG05,technician_utilization,average,percent,92.0,90.72,91.57,1.28,no,late arriving work order status
2026-04-27,REG05,cost_per_work_order,weighted average,dollars,145.57,144.09,144.86,1.48,no,timezone boundary
2026-05-04,REG05,completed_orders,sum,orders,5150,5154.2,5153.65,4.2,no,late arriving work order status
2026-05-04,REG05,first_visit_fix_rate,weighted average,percent,75.52,76.86,76.72,1.34,no,technician reassignment
2026-05-04,REG05,repeat_visit_rate,weighted average,percent,15.57,14.85,15.35,0.71,yes,timezone boundary
2026-05-04,REG05,on_time_arrival_rate,weighted average,percent,85.88,86.38,86.14,0.5,yes,duplicate appointment event
2026-05-04,REG05,technician_utilization,average,percent,92.84,93.0,92.9,0.16,yes,missing cancellation filter
2026-05-04,REG05,cost_per_work_order,weighted average,dollars,140.35,141.28,140.76,0.93,yes,duplicate appointment event
2026-01-05,REG06,completed_orders,sum,orders,4406,4405.96,4405.9,0.04,yes,technician reassignment
2026-01-05,REG06,first_visit_fix_rate,weighted average,percent,66.07,66.15,66.1,0.08,yes,late arriving work order status
2026-01-05,REG06,repeat_visit_rate,weighted average,percent,15.15,15.58,15.43,0.43,yes,timezone boundary
2026-01-05,REG06,on_time_arrival_rate,weighted average,percent,83.93,83.99,83.98,0.06,yes,technician reassignment
2026-01-05,REG06,technician_utilization,average,percent,91.83,92.48,92.09,0.65,yes,technician reassignment
2026-01-05,REG06,cost_per_work_order,weighted average,dollars,143.28,146.27,145.02,2.99,no,late arriving work order status
2026-01-12,REG06,completed_orders,sum,orders,4055,4058.74,4057.06,3.74,yes,technician reassignment
2026-01-12,REG06,first_visit_fix_rate,weighted average,percent,66.89,69.2,67.68,2.31,no,duplicate appointment event
2026-01-12,REG06,repeat_visit_rate,weighted average,percent,16.06,16.15,16.15,0.09,yes,late arriving work order status
2026-01-12,REG06,on_time_arrival_rate,weighted average,percent,83.88,83.77,83.87,0.11,yes,timezone boundary
2026-01-12,REG06,technician_utilization,average,percent,87.97,87.93,88.03,0.04,yes,duplicate appointment event
2026-01-12,REG06,cost_per_work_order,weighted average,dollars,138.89,136.5,138.46,2.39,no,technician reassignment
2026-01-19,REG06,completed_orders,sum,orders,4445,4444.91,4444.93,0.09,yes,duplicate appointment event
2026-01-19,REG06,first_visit_fix_rate,weighted average,percent,68.29,69.4,68.62,1.11,no,duplicate appointment event
2026-01-19,REG06,repeat_visit_rate,weighted average,percent,14.87,15.19,15.21,0.31,yes,late arriving work order status
2026-01-19,REG06,on_time_arrival_rate,weighted average,percent,83.7,83.32,83.03,0.38,yes,timezone boundary
2026-01-19,REG06,technician_utilization,average,percent,93.2,92.32,92.82,0.88,no,timezone boundary
2026-01-19,REG06,cost_per_work_order,weighted average,dollars,137.76,138.65,138.36,0.89,yes,missing cancellation filter
2026-01-26,REG06,completed_orders,sum,orders,4371,4376.9,4373.22,5.9,no,duplicate appointment event
2026-01-26,REG06,first_visit_fix_rate,weighted average,percent,69.46,69.49,69.25,0.03,yes,timezone boundary
2026-01-26,REG06,repeat_visit_rate,weighted average,percent,15.37,14.61,15.01,0.76,no,missing cancellation filter
2026-01-26,REG06,on_time_arrival_rate,weighted average,percent,86.68,86.61,86.63,0.07,yes,technician reassignment
2026-01-26,REG06,technician_utilization,average,percent,89.94,90.83,90.07,0.89,no,duplicate appointment event
2026-01-26,REG06,cost_per_work_order,weighted average,dollars,138.21,135.72,137.46,2.5,no,late arriving work order status
2026-02-02,REG06,completed_orders,sum,orders,4439,4433.22,4436.28,5.78,no,duplicate appointment event
2026-02-02,REG06,first_visit_fix_rate,weighted average,percent,68.95,69.08,69.05,0.13,yes,technician reassignment
2026-02-02,REG06,repeat_visit_rate,weighted average,percent,14.68,13.03,13.92,1.66,no,technician reassignment
2026-02-02,REG06,on_time_arrival_rate,weighted average,percent,84.15,82.64,83.49,1.51,no,technician reassignment
2026-02-02,REG06,technician_utilization,average,percent,94.76,93.24,94.0,1.51,no,duplicate appointment event
2026-02-02,REG06,cost_per_work_order,weighted average,dollars,151.61,152.71,151.98,1.1,yes,technician reassignment
2026-02-09,REG06,completed_orders,sum,orders,4144,4139.95,4142.04,4.05,no,technician reassignment
2026-02-09,REG06,first_visit_fix_rate,weighted average,percent,66.58,66.08,66.16,0.5,yes,late arriving work order status
2026-02-09,REG06,repeat_visit_rate,weighted average,percent,15.0,16.12,15.62,1.13,no,missing cancellation filter
2026-02-09,REG06,on_time_arrival_rate,weighted average,percent,83.12,81.73,82.24,1.39,no,missing cancellation filter
2026-02-09,REG06,technician_utilization,average,percent,90.1,90.18,90.12,0.08,yes,missing cancellation filter
2026-02-09,REG06,cost_per_work_order,weighted average,dollars,134.32,134.25,134.5,0.07,yes,missing cancellation filter
2026-02-16,REG06,completed_orders,sum,orders,4192,4192.01,4191.88,0.01,yes,timezone boundary
2026-02-16,REG06,first_visit_fix_rate,weighted average,percent,66.56,65.74,66.1,0.83,no,technician reassignment
2026-02-16,REG06,repeat_visit_rate,weighted average,percent,15.59,15.65,15.58,0.06,yes,duplicate appointment event
2026-02-16,REG06,on_time_arrival_rate,weighted average,percent,83.35,85.34,84.1,1.99,no,missing cancellation filter
2026-02-16,REG06,technician_utilization,average,percent,91.09,92.23,91.49,1.15,no,duplicate appointment event
2026-02-16,REG06,cost_per_work_order,weighted average,dollars,145.13,148.75,146.64,3.62,no,missing cancellation filter
2026-02-23,REG06,completed_orders,sum,orders,4477,4472.86,4475.41,4.14,no,timezone boundary
2026-02-23,REG06,first_visit_fix_rate,weighted average,percent,67.07,66.44,66.88,0.63,yes,missing cancellation filter
2026-02-23,REG06,repeat_visit_rate,weighted average,percent,14.52,14.49,14.66,0.03,yes,timezone boundary
2026-02-23,REG06,on_time_arrival_rate,weighted average,percent,84.53,83.68,84.25,0.85,no,timezone boundary
2026-02-23,REG06,technician_utilization,average,percent,92.17,92.14,91.94,0.03,yes,technician reassignment
2026-02-23,REG06,cost_per_work_order,weighted average,dollars,142.67,143.71,143.53,1.04,yes,duplicate appointment event
2026-03-02,REG06,completed_orders,sum,orders,4424,4429.27,4426.03,5.27,no,missing cancellation filter
2026-03-02,REG06,first_visit_fix_rate,weighted average,percent,67.1,68.78,68.08,1.68,no,timezone boundary
2026-03-02,REG06,repeat_visit_rate,weighted average,percent,15.1,14.46,14.87,0.64,yes,late arriving work order status
2026-03-02,REG06,on_time_arrival_rate,weighted average,percent,84.06,84.07,84.08,0.01,yes,duplicate appointment event
2026-03-02,REG06,technician_utilization,average,percent,92.34,90.73,91.46,1.62,no,missing cancellation filter
2026-03-02,REG06,cost_per_work_order,weighted average,dollars,140.18,140.14,140.17,0.04,yes,technician reassignment
2026-03-09,REG06,completed_orders,sum,orders,3834,3834.05,3834.04,0.05,yes,missing cancellation filter
2026-03-09,REG06,first_visit_fix_rate,weighted average,percent,66.84,67.36,67.39,0.52,yes,late arriving work order status
2026-03-09,REG06,repeat_visit_rate,weighted average,percent,16.55,16.43,16.46,0.12,yes,technician reassignment
2026-03-09,REG06,on_time_arrival_rate,weighted average,percent,83.91,82.57,83.29,1.34,no,duplicate appointment event
2026-03-09,REG06,technician_utilization,average,percent,83.64,84.15,84.2,0.5,yes,late arriving work order status
2026-03-09,REG06,cost_per_work_order,weighted average,dollars,136.97,135.62,136.38,1.36,no,technician reassignment
2026-03-16,REG06,completed_orders,sum,orders,4007,4006.99,4006.75,0.01,yes,timezone boundary
2026-03-16,REG06,first_visit_fix_rate,weighted average,percent,67.73,69.12,68.25,1.39,no,duplicate appointment event
2026-03-16,REG06,repeat_visit_rate,weighted average,percent,14.94,14.9,14.72,0.04,yes,late arriving work order status
2026-03-16,REG06,on_time_arrival_rate,weighted average,percent,83.93,83.83,83.71,0.09,yes,late arriving work order status
2026-03-16,REG06,technician_utilization,average,percent,87.79,86.15,87.05,1.64,no,technician reassignment
2026-03-16,REG06,cost_per_work_order,weighted average,dollars,140.18,139.54,139.62,0.63,yes,missing cancellation filter
2026-03-23,REG06,completed_orders,sum,orders,4203,4209.51,4206.6,6.51,no,duplicate appointment event
2026-03-23,REG06,first_visit_fix_rate,weighted average,percent,68.7,66.72,67.72,1.98,no,duplicate appointment event
2026-03-23,REG06,repeat_visit_rate,weighted average,percent,13.8,14.79,14.17,0.99,no,technician reassignment
2026-03-23,REG06,on_time_arrival_rate,weighted average,percent,83.81,84.63,84.01,0.83,no,missing cancellation filter
2026-03-23,REG06,technician_utilization,average,percent,90.59,91.34,91.18,0.76,no,timezone boundary
2026-03-23,REG06,cost_per_work_order,weighted average,dollars,141.16,141.15,141.21,0.01,yes,technician reassignment
2026-03-30,REG06,completed_orders,sum,orders,4514,4514.03,4514.14,0.03,yes,duplicate appointment event
2026-03-30,REG06,first_visit_fix_rate,weighted average,percent,67.77,67.29,67.48,0.48,yes,late arriving work order status
2026-03-30,REG06,repeat_visit_rate,weighted average,percent,15.57,17.53,16.65,1.96,no,duplicate appointment event
2026-03-30,REG06,on_time_arrival_rate,weighted average,percent,86.34,87.2,86.73,0.86,no,technician reassignment
2026-03-30,REG06,technician_utilization,average,percent,93.83,93.87,93.86,0.04,yes,missing cancellation filter
2026-03-30,REG06,cost_per_work_order,weighted average,dollars,146.38,146.82,146.59,0.44,yes,late arriving work order status
2026-04-06,REG06,completed_orders,sum,orders,4151,4150.9,4151.01,0.1,yes,missing cancellation filter
2026-04-06,REG06,first_visit_fix_rate,weighted average,percent,70.13,70.03,70.29,0.1,yes,timezone boundary
2026-04-06,REG06,repeat_visit_rate,weighted average,percent,14.59,13.22,13.15,1.37,no,technician reassignment
2026-04-06,REG06,on_time_arrival_rate,weighted average,percent,84.07,85.77,84.55,1.69,no,late arriving work order status
2026-04-06,REG06,technician_utilization,average,percent,90.89,90.9,90.92,0.01,yes,late arriving work order status
2026-04-06,REG06,cost_per_work_order,weighted average,dollars,140.31,140.22,140.42,0.08,yes,duplicate appointment event
2026-04-13,REG06,completed_orders,sum,orders,4225,4224.91,4225.04,0.09,yes,technician reassignment
2026-04-13,REG06,first_visit_fix_rate,weighted average,percent,67.57,67.66,67.31,0.08,yes,technician reassignment
2026-04-13,REG06,repeat_visit_rate,weighted average,percent,14.68,16.85,15.52,2.17,no,duplicate appointment event
2026-04-13,REG06,on_time_arrival_rate,weighted average,percent,82.97,83.23,83.25,0.26,yes,technician reassignment
2026-04-13,REG06,technician_utilization,average,percent,88.5,89.2,88.73,0.7,yes,timezone boundary
2026-04-13,REG06,cost_per_work_order,weighted average,dollars,143.65,141.33,142.38,2.33,no,late arriving work order status
2026-04-20,REG06,completed_orders,sum,orders,4346,4339.85,4341.69,6.15,no,timezone boundary
2026-04-20,REG06,first_visit_fix_rate,weighted average,percent,68.8,68.68,68.66,0.12,yes,duplicate appointment event
2026-04-20,REG06,repeat_visit_rate,weighted average,percent,14.28,12.69,13.63,1.59,no,missing cancellation filter
2026-04-20,REG06,on_time_arrival_rate,weighted average,percent,83.19,83.25,83.29,0.07,yes,duplicate appointment event
2026-04-20,REG06,technician_utilization,average,percent,91.81,92.47,92.18,0.65,yes,duplicate appointment event
2026-04-20,REG06,cost_per_work_order,weighted average,dollars,145.63,145.64,145.62,0.01,yes,missing cancellation filter
2026-04-27,REG06,completed_orders,sum,orders,4010,4010.02,4010.13,0.02,yes,technician reassignment
2026-04-27,REG06,first_visit_fix_rate,weighted average,percent,69.0,67.79,68.05,1.21,no,timezone boundary
2026-04-27,REG06,repeat_visit_rate,weighted average,percent,14.32,14.6,14.48,0.28,yes,duplicate appointment event
2026-04-27,REG06,on_time_arrival_rate,weighted average,percent,83.94,83.66,83.97,0.28,yes,duplicate appointment event
2026-04-27,REG06,technician_utilization,average,percent,88.86,88.74,88.88,0.12,yes,late arriving work order status
2026-04-27,REG06,cost_per_work_order,weighted average,dollars,135.42,134.27,134.82,1.15,yes,late arriving work order status
2026-05-04,REG06,completed_orders,sum,orders,4390,4396.73,4391.47,6.73,no,duplicate appointment event
2026-05-04,REG06,first_visit_fix_rate,weighted average,percent,67.21,67.17,67.08,0.05,yes,missing cancellation filter
2026-05-04,REG06,repeat_visit_rate,weighted average,percent,14.4,14.75,14.41,0.35,yes,late arriving work order status
2026-05-04,REG06,on_time_arrival_rate,weighted average,percent,82.51,81.9,82.33,0.62,yes,duplicate appointment event
2026-05-04,REG06,technician_utilization,average,percent,91.34,90.53,90.3,0.81,no,timezone boundary
2026-05-04,REG06,cost_per_work_order,weighted average,dollars,147.37,147.42,147.04,0.05,yes,duplicate appointment event
2026-01-05,REG07,completed_orders,sum,orders,3853,3853.09,3852.92,0.09,yes,late arriving work order status
2026-01-05,REG07,first_visit_fix_rate,weighted average,percent,67.2,67.27,67.26,0.07,yes,missing cancellation filter
2026-01-05,REG07,repeat_visit_rate,weighted average,percent,10.77,11.22,11.01,0.45,yes,timezone boundary
2026-01-05,REG07,on_time_arrival_rate,weighted average,percent,88.25,87.26,87.74,0.99,no,timezone boundary
2026-01-05,REG07,technician_utilization,average,percent,89.8,89.24,89.27,0.56,yes,timezone boundary
2026-01-05,REG07,cost_per_work_order,weighted average,dollars,123.04,125.01,123.86,1.96,no,duplicate appointment event
2026-01-12,REG07,completed_orders,sum,orders,4031,4037.18,4032.78,6.18,no,timezone boundary
2026-01-12,REG07,first_visit_fix_rate,weighted average,percent,67.15,66.68,66.96,0.48,yes,missing cancellation filter
2026-01-12,REG07,repeat_visit_rate,weighted average,percent,11.38,12.19,12.06,0.81,no,timezone boundary
2026-01-12,REG07,on_time_arrival_rate,weighted average,percent,89.19,91.45,90.25,2.27,no,missing cancellation filter
2026-01-12,REG07,technician_utilization,average,percent,91.13,92.12,91.14,0.99,no,technician reassignment
2026-01-12,REG07,cost_per_work_order,weighted average,dollars,126.09,123.06,124.34,3.02,no,technician reassignment
2026-01-19,REG07,completed_orders,sum,orders,4094,4094.02,4094.13,0.02,yes,technician reassignment
2026-01-19,REG07,first_visit_fix_rate,weighted average,percent,66.91,65.91,66.45,1.0,no,missing cancellation filter
2026-01-19,REG07,repeat_visit_rate,weighted average,percent,9.13,9.19,9.2,0.06,yes,timezone boundary
2026-01-19,REG07,on_time_arrival_rate,weighted average,percent,88.82,88.62,88.5,0.2,yes,missing cancellation filter
2026-01-19,REG07,technician_utilization,average,percent,92.37,92.37,92.25,0.01,yes,missing cancellation filter
2026-01-19,REG07,cost_per_work_order,weighted average,dollars,129.97,130.02,130.08,0.05,yes,technician reassignment
2026-01-26,REG07,completed_orders,sum,orders,4117,4123.23,4120.5,6.23,no,missing cancellation filter
2026-01-26,REG07,first_visit_fix_rate,weighted average,percent,67.46,65.81,66.85,1.65,no,timezone boundary
2026-01-26,REG07,repeat_visit_rate,weighted average,percent,11.25,11.19,11.12,0.07,yes,duplicate appointment event
2026-01-26,REG07,on_time_arrival_rate,weighted average,percent,87.85,86.5,87.41,1.35,no,duplicate appointment event
2026-01-26,REG07,technician_utilization,average,percent,91.59,90.83,91.43,0.75,no,timezone boundary
2026-01-26,REG07,cost_per_work_order,weighted average,dollars,119.82,116.77,118.11,3.04,no,missing cancellation filter
2026-02-02,REG07,completed_orders,sum,orders,3825,3824.89,3824.58,0.11,yes,late arriving work order status
2026-02-02,REG07,first_visit_fix_rate,weighted average,percent,68.15,69.0,68.54,0.86,no,missing cancellation filter
2026-02-02,REG07,repeat_visit_rate,weighted average,percent,11.62,11.62,11.69,0.01,yes,duplicate appointment event
2026-02-02,REG07,on_time_arrival_rate,weighted average,percent,88.15,88.08,87.98,0.06,yes,duplicate appointment event
2026-02-02,REG07,technician_utilization,average,percent,88.61,89.79,89.14,1.18,no,technician reassignment
2026-02-02,REG07,cost_per_work_order,weighted average,dollars,120.53,121.94,120.91,1.41,no,missing cancellation filter
2026-02-09,REG07,completed_orders,sum,orders,3911,3908.09,3908.92,2.91,yes,duplicate appointment event
2026-02-09,REG07,first_visit_fix_rate,weighted average,percent,68.9,68.3,68.79,0.6,yes,missing cancellation filter
2026-02-09,REG07,repeat_visit_rate,weighted average,percent,11.71,12.09,12.06,0.37,yes,missing cancellation filter
2026-02-09,REG07,on_time_arrival_rate,weighted average,percent,88.34,89.96,89.0,1.62,no,missing cancellation filter
2026-02-09,REG07,technician_utilization,average,percent,91.16,89.82,90.05,1.34,no,duplicate appointment event
2026-02-09,REG07,cost_per_work_order,weighted average,dollars,125.5,126.27,125.73,0.77,yes,missing cancellation filter
2026-02-16,REG07,completed_orders,sum,orders,3966,3968.02,3967.23,2.02,yes,missing cancellation filter
2026-02-16,REG07,first_visit_fix_rate,weighted average,percent,67.18,66.47,67.06,0.71,yes,timezone boundary
2026-02-16,REG07,repeat_visit_rate,weighted average,percent,11.61,10.06,10.68,1.55,no,late arriving work order status
2026-02-16,REG07,on_time_arrival_rate,weighted average,percent,87.63,87.82,87.74,0.19,yes,technician reassignment
2026-02-16,REG07,technician_utilization,average,percent,91.3,92.3,92.15,1.0,no,missing cancellation filter
2026-02-16,REG07,cost_per_work_order,weighted average,dollars,120.77,120.67,120.77,0.1,yes,late arriving work order status
2026-02-23,REG07,completed_orders,sum,orders,3854,3853.96,3853.88,0.04,yes,technician reassignment
2026-02-23,REG07,first_visit_fix_rate,weighted average,percent,66.67,66.69,66.88,0.01,yes,duplicate appointment event
2026-02-23,REG07,repeat_visit_rate,weighted average,percent,9.92,10.45,10.22,0.53,yes,technician reassignment
2026-02-23,REG07,on_time_arrival_rate,weighted average,percent,88.79,87.87,88.47,0.92,no,technician reassignment
2026-02-23,REG07,technician_utilization,average,percent,88.76,89.76,89.21,1.0,no,late arriving work order status
2026-02-23,REG07,cost_per_work_order,weighted average,dollars,116.46,115.12,115.79,1.34,no,duplicate appointment event
2026-03-02,REG07,completed_orders,sum,orders,4048,4042.91,4045.21,5.09,no,missing cancellation filter
2026-03-02,REG07,first_visit_fix_rate,weighted average,percent,67.01,67.28,67.2,0.27,yes,technician reassignment
2026-03-02,REG07,repeat_visit_rate,weighted average,percent,10.65,10.71,10.58,0.06,yes,late arriving work order status
2026-03-02,REG07,on_time_arrival_rate,weighted average,percent,90.35,90.7,90.43,0.35,yes,duplicate appointment event
2026-03-02,REG07,technician_utilization,average,percent,92.49,91.67,91.78,0.82,no,late arriving work order status
2026-03-02,REG07,cost_per_work_order,weighted average,dollars,126.28,125.27,125.65,1.01,yes,technician reassignment
2026-03-09,REG07,completed_orders,sum,orders,4118,4117.85,4118.17,0.15,yes,missing cancellation filter
2026-03-09,REG07,first_visit_fix_rate,weighted average,percent,66.67,66.69,66.62,0.02,yes,missing cancellation filter
2026-03-09,REG07,repeat_visit_rate,weighted average,percent,12.05,11.61,11.59,0.44,yes,late arriving work order status
2026-03-09,REG07,on_time_arrival_rate,weighted average,percent,87.66,86.43,87.36,1.23,no,timezone boundary
2026-03-09,REG07,technician_utilization,average,percent,91.59,92.46,92.18,0.87,no,technician reassignment
2026-03-09,REG07,cost_per_work_order,weighted average,dollars,126.11,127.93,126.55,1.82,no,missing cancellation filter
2026-03-16,REG07,completed_orders,sum,orders,3782,3791.39,3783.46,9.39,no,late arriving work order status
2026-03-16,REG07,first_visit_fix_rate,weighted average,percent,65.69,65.7,65.72,0.0,yes,missing cancellation filter
2026-03-16,REG07,repeat_visit_rate,weighted average,percent,12.53,10.84,11.79,1.69,no,duplicate appointment event
2026-03-16,REG07,on_time_arrival_rate,weighted average,percent,88.82,89.29,88.76,0.47,yes,timezone boundary
2026-03-16,REG07,technician_utilization,average,percent,90.94,91.01,91.27,0.06,yes,technician reassignment
2026-03-16,REG07,cost_per_work_order,weighted average,dollars,126.64,127.36,127.06,0.72,yes,timezone boundary
2026-03-23,REG07,completed_orders,sum,orders,3896,3895.81,3895.88,0.19,yes,late arriving work order status
2026-03-23,REG07,first_visit_fix_rate,weighted average,percent,66.0,66.39,66.36,0.39,yes,technician reassignment
2026-03-23,REG07,repeat_visit_rate,weighted average,percent,12.03,11.9,12.08,0.13,yes,timezone boundary
2026-03-23,REG07,on_time_arrival_rate,weighted average,percent,88.84,89.57,89.36,0.73,yes,missing cancellation filter
2026-03-23,REG07,technician_utilization,average,percent,92.49,92.47,92.53,0.01,yes,timezone boundary
2026-03-23,REG07,cost_per_work_order,weighted average,dollars,122.19,121.09,121.52,1.1,yes,late arriving work order status
2026-03-30,REG07,completed_orders,sum,orders,3877,3877.01,3877.03,0.01,yes,missing cancellation filter
2026-03-30,REG07,first_visit_fix_rate,weighted average,percent,68.67,68.1,68.51,0.56,yes,timezone boundary
2026-03-30,REG07,repeat_visit_rate,weighted average,percent,11.67,11.73,11.72,0.06,yes,technician reassignment
2026-03-30,REG07,on_time_arrival_rate,weighted average,percent,88.58,88.9,88.99,0.32,yes,missing cancellation filter
2026-03-30,REG07,technician_utilization,average,percent,88.44,88.43,88.28,0.02,yes,technician reassignment
2026-03-30,REG07,cost_per_work_order,weighted average,dollars,123.14,121.43,121.35,1.71,no,duplicate appointment event
2026-04-06,REG07,completed_orders,sum,orders,4189,4189.04,4189.17,0.04,yes,technician reassignment
2026-04-06,REG07,first_visit_fix_rate,weighted average,percent,69.72,69.8,69.55,0.08,yes,timezone boundary
2026-04-06,REG07,repeat_visit_rate,weighted average,percent,10.05,10.66,10.71,0.61,yes,late arriving work order status
2026-04-06,REG07,on_time_arrival_rate,weighted average,percent,87.29,87.15,87.02,0.14,yes,late arriving work order status
2026-04-06,REG07,technician_utilization,average,percent,91.41,91.26,91.77,0.16,yes,timezone boundary
2026-04-06,REG07,cost_per_work_order,weighted average,dollars,124.51,123.32,123.8,1.18,yes,late arriving work order status
2026-04-13,REG07,completed_orders,sum,orders,3982,3978.6,3979.23,3.4,yes,late arriving work order status
2026-04-13,REG07,first_visit_fix_rate,weighted average,percent,64.45,64.59,64.44,0.14,yes,technician reassignment
2026-04-13,REG07,repeat_visit_rate,weighted average,percent,11.51,10.02,10.45,1.49,no,late arriving work order status
2026-04-13,REG07,on_time_arrival_rate,weighted average,percent,90.9,89.74,90.33,1.16,no,duplicate appointment event
2026-04-13,REG07,technician_utilization,average,percent,89.29,88.5,88.92,0.79,no,duplicate appointment event
2026-04-13,REG07,cost_per_work_order,weighted average,dollars,119.27,119.31,119.36,0.04,yes,duplicate appointment event
2026-04-20,REG07,completed_orders,sum,orders,4135,4140.68,4137.56,5.68,no,missing cancellation filter
2026-04-20,REG07,first_visit_fix_rate,weighted average,percent,68.64,69.04,68.77,0.4,yes,timezone boundary
2026-04-20,REG07,repeat_visit_rate,weighted average,percent,11.8,13.38,12.45,1.58,no,technician reassignment
2026-04-20,REG07,on_time_arrival_rate,weighted average,percent,88.54,90.06,89.27,1.52,no,duplicate appointment event
2026-04-20,REG07,technician_utilization,average,percent,93.77,93.81,93.82,0.04,yes,late arriving work order status
2026-04-20,REG07,cost_per_work_order,weighted average,dollars,126.57,130.44,127.29,3.87,no,missing cancellation filter
2026-04-27,REG07,completed_orders,sum,orders,3826,3831.67,3829.79,5.67,no,timezone boundary
2026-04-27,REG07,first_visit_fix_rate,weighted average,percent,67.86,67.89,67.73,0.03,yes,duplicate appointment event
2026-04-27,REG07,repeat_visit_rate,weighted average,percent,12.11,11.3,11.71,0.81,no,missing cancellation filter
2026-04-27,REG07,on_time_arrival_rate,weighted average,percent,88.95,88.89,89.15,0.07,yes,duplicate appointment event
2026-04-27,REG07,technician_utilization,average,percent,89.06,89.72,89.21,0.66,yes,timezone boundary
2026-04-27,REG07,cost_per_work_order,weighted average,dollars,118.47,118.28,118.33,0.2,yes,duplicate appointment event
2026-05-04,REG07,completed_orders,sum,orders,3798,3800.98,3799.26,2.98,yes,timezone boundary
2026-05-04,REG07,first_visit_fix_rate,weighted average,percent,66.85,67.73,68.01,0.88,no,late arriving work order status
2026-05-04,REG07,repeat_visit_rate,weighted average,percent,11.86,11.77,11.83,0.09,yes,technician reassignment
2026-05-04,REG07,on_time_arrival_rate,weighted average,percent,89.65,89.59,89.66,0.06,yes,technician reassignment
2026-05-04,REG07,technician_utilization,average,percent,89.49,89.95,89.8,0.47,yes,missing cancellation filter
2026-05-04,REG07,cost_per_work_order,weighted average,dollars,124.52,124.48,124.55,0.04,yes,timezone boundary
2026-01-05,REG08,completed_orders,sum,orders,3980,3971.85,3975.87,8.15,no,timezone boundary
2026-01-05,REG08,first_visit_fix_rate,weighted average,percent,79.46,79.53,79.45,0.08,yes,missing cancellation filter
2026-01-05,REG08,repeat_visit_rate,weighted average,percent,13.39,12.71,13.1,0.68,yes,timezone boundary
2026-01-05,REG08,on_time_arrival_rate,weighted average,percent,87.25,86.53,86.76,0.72,yes,timezone boundary
2026-01-05,REG08,technician_utilization,average,percent,91.11,90.07,90.38,1.05,no,late arriving work order status
2026-01-05,REG08,cost_per_work_order,weighted average,dollars,130.0,127.38,128.93,2.62,no,timezone boundary
2026-01-12,REG08,completed_orders,sum,orders,4154,4150.43,4151.53,3.57,yes,missing cancellation filter
2026-01-12,REG08,first_visit_fix_rate,weighted average,percent,79.52,79.74,79.56,0.22,yes,duplicate appointment event
2026-01-12,REG08,repeat_visit_rate,weighted average,percent,12.97,13.41,13.07,0.43,yes,duplicate appointment event
2026-01-12,REG08,on_time_arrival_rate,weighted average,percent,86.65,87.51,86.83,0.87,no,missing cancellation filter
2026-01-12,REG08,technician_utilization,average,percent,92.81,92.82,92.89,0.01,yes,duplicate appointment event
2026-01-12,REG08,cost_per_work_order,weighted average,dollars,134.53,134.57,134.53,0.04,yes,duplicate appointment event
2026-01-19,REG08,completed_orders,sum,orders,4057,4052.24,4056.23,4.76,no,late arriving work order status
2026-01-19,REG08,first_visit_fix_rate,weighted average,percent,79.84,79.93,79.78,0.09,yes,timezone boundary
2026-01-19,REG08,repeat_visit_rate,weighted average,percent,13.01,13.12,13.04,0.11,yes,timezone boundary
